date,open,high,low,close,volume,trade_count,vwap
2020-05-11 19:00:00+00:00,8511.5,8511.5,8511.5,8511.5,0.0051,1.0,8511.5
2020-05-12 23:00:00+00:00,8843.5,8843.5,8843.5,8843.5,0.0282,1.0,8843.5
2020-05-14 01:00:00+00:00,9285.0,9285.0,9285.0,9285.0,1.0,2.0,9285.0
2020-05-14 08:00:00+00:00,9615.0,9615.0,9615.0,9615.0,0.9991,2.0,9615.0
2020-05-19 02:00:00+00:00,9601.0,9601.0,9601.0,9601.0,0.0104,1.0,9601.0
2020-05-22 04:00:00+00:00,8984.0,8984.0,8984.0,8984.0,0.0061,1.0,8984.0
2020-05-22 05:00:00+00:00,8996.5,8996.5,8961.0,8961.0,0.0438,4.0,8976.937215
2020-05-22 07:00:00+00:00,9073.5,9073.5,9073.5,9073.5,0.006,1.0,9073.5
2020-05-22 13:00:00+00:00,9154.5,9155.5,9149.0,9152.5,0.0037,4.0,9152.918919
2020-05-22 14:00:00+00:00,9133.5,9133.5,9133.5,9133.5,0.0366,1.0,9133.5
2020-05-22 15:00:00+00:00,9170.0,9210.0,9170.0,9210.0,0.0491,3.0,9192.92668
2020-05-22 16:00:00+00:00,9216.0,9216.0,9185.5,9185.5,0.0588,4.0,9210.669218
2020-05-22 19:00:00+00:00,9138.5,9138.5,9138.5,9138.5,0.006,1.0,9138.5
2020-05-22 21:00:00+00:00,9173.0,9173.0,9173.0,9173.0,0.0059,1.0,9173.0
2020-05-22 23:00:00+00:00,9192.5,9192.5,9152.5,9152.5,0.3,3.0,9165.833333
2020-05-23 07:00:00+00:00,9244.5,9246.5,9244.5,9246.5,0.0127,2.0,9245.492126
2020-05-24 17:00:00+00:00,8940.0,8940.0,8935.5,8935.5,0.0432,2.0,8935.760417
2020-05-24 20:00:00+00:00,9014.0,9042.5,9014.0,9042.5,0.0512,2.0,9014.27832
2020-05-24 23:00:00+00:00,8628.0,8628.0,8628.0,8628.0,0.0405,1.0,8628.0
2020-05-25 01:00:00+00:00,8794.0,8794.0,8794.0,8794.0,0.205,1.0,8794.0
2020-05-25 12:00:00+00:00,8769.0,8769.0,8769.0,8769.0,0.0025,1.0,8769.0
2020-05-25 19:00:00+00:00,8895.0,8895.0,8895.0,8895.0,0.02,1.0,8895.0
2020-05-25 23:00:00+00:00,8912.0,8912.0,8912.0,8912.0,0.001,1.0,8912.0
2020-05-26 02:00:00+00:00,8891.0,8891.0,8890.0,8890.0,0.003,3.0,8890.333333
2020-05-26 03:00:00+00:00,8921.5,8921.5,8921.5,8921.5,0.0029,1.0,8921.5
2020-05-26 04:00:00+00:00,8922.0,8922.0,8921.5,8921.5,0.007,2.0,8921.642857
2020-05-26 05:00:00+00:00,8900.0,8903.5,8900.0,8903.5,0.098,2.0,8900.378571
2020-05-26 10:00:00+00:00,8849.0,8860.0,8849.0,8860.0,0.2223,3.0,8853.530814
2020-05-26 12:00:00+00:00,8884.0,8884.0,8876.0,8876.0,0.5,2.0,8878.2528
2020-05-26 13:00:00+00:00,8831.5,8853.0,8831.5,8853.0,0.8061,2.0,8832.996278
2020-05-26 14:00:00+00:00,8840.5,8840.5,8815.5,8815.5,0.6938,3.0,8821.938311
2020-05-26 17:00:00+00:00,8788.5,8811.0,8788.5,8811.0,0.031,2.0,8789.225806
2020-05-26 18:00:00+00:00,8805.5,8805.5,8805.5,8805.5,0.3546,1.0,8805.5
2020-05-26 23:00:00+00:00,8827.0,8827.0,8827.0,8827.0,0.5664,1.0,8827.0
2020-05-27 00:00:00+00:00,8864.0,8864.0,8864.0,8864.0,0.5642,1.0,8864.0
2020-05-27 03:00:00+00:00,8835.5,8835.5,8835.5,8835.5,0.0057,2.0,8835.5
2020-05-27 04:00:00+00:00,8832.0,8832.0,8832.0,8832.0,0.0056,1.0,8832.0
2020-05-27 06:00:00+00:00,8843.5,8843.5,8843.5,8843.5,0.0056,1.0,8843.5
2020-05-27 08:00:00+00:00,8900.0,8941.5,8900.0,8941.5,0.0612,2.0,8906.984477
2020-05-27 10:00:00+00:00,9068.0,9153.0,9068.0,9153.0,1.1412,9.0,9115.548458
2020-05-27 14:00:00+00:00,9130.5,9130.5,9129.5,9129.5,0.2048,2.0,9130.282227
2020-05-27 15:00:00+00:00,9213.0,9213.0,9213.0,9213.0,0.4737,1.0,9213.0
2020-05-27 17:00:00+00:00,9186.5,9186.5,9186.5,9186.5,0.164,1.0,9186.5
2020-05-27 21:00:00+00:00,9087.0,9087.0,9087.0,9087.0,0.0578,1.0,9087.0
2020-05-28 01:00:00+00:00,9274.5,9274.5,9274.5,9274.5,0.0459,1.0,9274.5
2020-05-28 06:00:00+00:00,9167.0,9167.0,9167.0,9167.0,0.0046,1.0,9167.0
2020-05-28 09:00:00+00:00,9191.0,9191.0,9191.0,9191.0,0.517,1.0,9191.0
2020-05-28 13:00:00+00:00,9403.5,9406.0,9403.5,9406.0,0.1625,2.0,9405.88
2020-05-28 20:00:00+00:00,9469.5,9469.5,9469.5,9469.5,0.0427,1.0,9469.5
2020-05-29 00:00:00+00:00,9549.0,9549.0,9549.0,9549.0,0.5566,1.0,9549.0
2020-05-29 01:00:00+00:00,9478.5,9478.5,9478.5,9478.5,1.5,2.0,9478.5
2020-05-29 08:00:00+00:00,9481.5,9481.5,9481.5,9481.5,0.75,1.0,9481.5
2020-05-29 10:00:00+00:00,9390.0,9390.0,9390.0,9390.0,0.1064,1.0,9390.0
2020-05-29 13:00:00+00:00,9426.0,9437.0,9400.0,9437.0,0.0105,18.0,9421.238095
2020-05-29 14:00:00+00:00,9443.5,9462.0,9443.5,9462.0,0.0012,7.0,9450.375
2020-05-29 15:00:00+00:00,9399.0,9399.0,9365.5,9365.5,0.7506,3.0,9365.526512
2020-05-29 16:00:00+00:00,9421.0,9449.0,9421.0,9449.0,0.0164,2.0,9422.536585
2020-05-30 03:00:00+00:00,9336.5,9336.5,9336.5,9336.5,0.0003,1.0,9336.5
2020-05-30 04:00:00+00:00,9476.0,9549.5,9476.0,9549.5,0.001,4.0,9488.25
2020-05-30 20:00:00+00:00,9497.5,9526.5,9495.5,9526.5,0.8993,3.0,9500.88808
2020-05-30 22:00:00+00:00,9546.0,9697.0,9546.0,9696.5,2.1007,4.0,9644.585353
2020-05-30 23:00:00+00:00,9694.0,9694.0,9694.0,9694.0,0.1731,1.0,9694.0
2020-05-31 01:00:00+00:00,9658.5,9658.5,9658.5,9658.5,0.0103,1.0,9658.5
2020-05-31 15:00:00+00:00,9458.0,9458.0,9458.0,9458.0,0.0155,1.0,9458.0
2020-05-31 23:00:00+00:00,9438.5,9438.5,9438.5,9438.5,0.0304,1.0,9438.5
2020-06-01 07:00:00+00:00,9568.5,9568.5,9568.5,9568.5,0.0028,1.0,9568.5
2020-06-01 12:00:00+00:00,9515.0,9515.0,9515.0,9515.0,0.0723,1.0,9515.0
2020-06-01 15:00:00+00:00,9516.0,9516.0,9516.0,9516.0,1.2214,1.0,9516.0
2020-06-01 20:00:00+00:00,9670.5,9674.0,9670.5,9674.0,0.2075,2.0,9672.249157
2020-06-01 22:00:00+00:00,9674.0,9674.0,9674.0,9674.0,0.0155,1.0,9674.0
2020-06-01 23:00:00+00:00,9899.0,10393.0,9899.0,10204.0,4.1968,25.0,10131.751442
2020-06-02 00:00:00+00:00,10130.0,10130.0,10130.0,10130.0,0.001,1.0,10130.0
2020-06-02 04:00:00+00:00,10117.5,10117.5,10106.5,10106.5,0.2334,2.0,10115.595973
2020-06-02 06:00:00+00:00,10133.0,10133.0,10099.0,10099.0,0.0126,2.0,10109.253968
2020-06-02 07:00:00+00:00,10111.5,10118.5,10091.5,10118.5,1.6704,8.0,10101.820283
2020-06-02 12:00:00+00:00,10121.5,10132.0,10120.0,10128.5,0.5485,5.0,10128.128532
2020-06-02 13:00:00+00:00,10141.0,10141.0,10141.0,10141.0,0.0002,1.0,10141.0
2020-06-02 14:00:00+00:00,10157.5,10157.5,9382.0,9590.0,14.5075,74.0,9567.437763
2020-06-02 15:00:00+00:00,9559.5,9563.5,9329.5,9456.5,0.4736,7.0,9552.525232
2020-06-02 17:00:00+00:00,9494.0,9494.0,9494.0,9494.0,0.0532,1.0,9494.0
2020-06-02 22:00:00+00:00,9516.5,9516.5,9471.5,9471.5,0.6319,3.0,9493.768555
2020-06-04 02:00:00+00:00,9675.0,9675.0,9666.5,9666.5,0.2737,2.0,9672.565217
2020-06-04 06:00:00+00:00,9647.0,9648.0,9647.0,9648.0,0.0172,2.0,9647.5
2020-06-04 07:00:00+00:00,9654.5,9654.5,9654.5,9654.5,0.2089,3.0,9654.5
2020-06-04 08:00:00+00:00,9654.5,9654.5,9654.5,9654.5,0.9584,8.0,9654.5
2020-06-04 11:00:00+00:00,9586.0,9586.0,9586.0,9586.0,0.004,1.0,9586.0
2020-06-04 12:00:00+00:00,9667.0,9667.0,9667.0,9667.0,0.75,1.0,9667.0
2020-06-04 13:00:00+00:00,9723.0,9759.0,9723.0,9759.0,0.2033,2.0,9725.071815
2020-06-04 15:00:00+00:00,9839.0,9839.0,9839.0,9839.0,0.0568,1.0,9839.0
2020-06-04 18:00:00+00:00,9751.0,9762.0,9751.0,9762.0,0.5433,2.0,9761.022087
2020-06-05 00:00:00+00:00,9814.5,9814.5,9814.5,9814.5,0.0299,1.0,9814.5
2020-06-05 04:00:00+00:00,9781.0,9781.0,9781.0,9781.0,0.092,1.0,9781.0
2020-06-05 08:00:00+00:00,9697.0,9741.5,9697.0,9741.5,0.951,4.0,9733.28959
2020-06-05 10:00:00+00:00,9759.0,9759.0,9759.0,9759.0,0.544,1.0,9759.0
2020-06-05 11:00:00+00:00,9631.5,9631.5,9617.5,9617.5,1.495,3.0,9626.676321
2020-06-05 12:00:00+00:00,9628.5,9675.5,9628.5,9675.5,3.0501,5.0,9652.386004
2020-06-06 02:00:00+00:00,9594.5,9594.5,9594.5,9594.5,0.0758,1.0,9594.5
2020-06-06 09:00:00+00:00,9683.5,9685.5,9683.5,9685.5,0.3592,2.0,9684.522272
2020-06-06 16:00:00+00:00,9623.0,9638.0,9618.0,9618.0,7.8755,7.0,9627.160815
2020-06-06 22:00:00+00:00,9666.0,9666.0,9666.0,9666.0,0.0946,1.0,9666.0
2020-06-07 03:00:00+00:00,9680.0,9680.0,9680.0,9680.0,0.0149,1.0,9680.0
2020-06-07 11:00:00+00:00,9627.0,9627.0,9627.0,9627.0,0.0507,2.0,9627.0
2020-06-07 12:00:00+00:00,9479.0,9479.0,9479.0,9479.0,0.092,1.0,9479.0
2020-06-07 14:00:00+00:00,9400.0,9418.0,9390.0,9418.0,0.402,4.0,9400.793532
2020-06-07 19:00:00+00:00,9606.0,9606.0,9606.0,9606.0,0.0099,1.0,9606.0
2020-06-07 20:00:00+00:00,9708.0,9708.0,9708.0,9708.0,0.0154,1.0,9708.0
2020-06-07 21:00:00+00:00,9729.0,9729.0,9727.5,9727.5,1.3586,3.0,9727.617916
2020-06-07 22:00:00+00:00,9730.5,9761.0,9730.5,9761.0,0.1253,3.0,9746.215882
2020-06-08 02:00:00+00:00,9754.0,9754.0,9754.0,9754.0,0.0225,1.0,9754.0
2020-06-08 08:00:00+00:00,9672.0,9672.0,9672.0,9672.0,1.5001,1.0,9672.0
2020-06-08 13:00:00+00:00,9695.0,9695.0,9695.0,9695.0,0.0161,1.0,9695.0
2020-06-08 17:00:00+00:00,9712.5,9712.5,9712.5,9712.5,0.0148,1.0,9712.5
2020-06-08 18:00:00+00:00,9739.5,9739.5,9739.5,9739.5,0.0513,1.0,9739.5
2020-06-09 00:00:00+00:00,9850.5,9850.5,9578.5,9578.5,2.0853,7.0,9667.753561
2020-06-09 11:00:00+00:00,9723.0,9723.0,9723.0,9723.0,0.1914,1.0,9723.0
2020-06-09 17:00:00+00:00,9709.5,9709.5,9709.5,9709.5,0.0709,2.0,9709.5
2020-06-09 22:00:00+00:00,9721.0,9721.0,9721.0,9721.0,0.2358,1.0,9721.0
2020-06-10 04:00:00+00:00,9756.0,9756.0,9756.0,9756.0,0.0007,1.0,9756.0
2020-06-10 08:00:00+00:00,9752.0,9752.0,9752.0,9752.0,0.0444,1.0,9752.0
2020-06-10 11:00:00+00:00,9750.0,9750.0,9750.0,9750.0,0.0014,1.0,9750.0
2020-06-10 13:00:00+00:00,9771.5,9789.0,9769.5,9789.0,0.2572,5.0,9776.627916
2020-06-10 15:00:00+00:00,9745.5,9745.5,9745.5,9745.5,0.2261,3.0,9745.5
2020-06-10 18:00:00+00:00,9863.5,9949.0,9714.5,9714.5,1.5987,7.0,9894.546037
2020-06-10 19:00:00+00:00,9870.0,9870.0,9846.0,9846.0,0.8546,3.0,9860.950503
2020-06-10 21:00:00+00:00,9847.0,9852.5,9847.0,9852.5,0.1802,2.0,9850.094895
2020-06-10 22:00:00+00:00,9874.5,9901.5,9874.5,9901.5,0.3294,6.0,9895.858227
2020-06-10 23:00:00+00:00,9908.5,9908.5,9877.5,9879.0,0.9926,12.0,9900.09999
2020-06-11 00:00:00+00:00,9902.5,9902.5,9902.5,9902.5,0.0283,1.0,9902.5
2020-06-11 01:00:00+00:00,9906.5,9940.0,9896.5,9940.0,0.8892,7.0,9935.551732
2020-06-11 02:00:00+00:00,9947.5,9947.5,9903.5,9903.5,0.6017,2.0,9904.918647
2020-06-11 03:00:00+00:00,9874.5,9874.5,9873.5,9873.5,1.5,2.0,9874.0
2020-06-11 04:00:00+00:00,9894.0,9905.5,9894.0,9905.5,0.1741,2.0,9894.33027
2020-06-11 05:00:00+00:00,9888.0,9888.0,9888.0,9888.0,0.0518,1.0,9888.0
2020-06-11 06:00:00+00:00,9831.5,9846.5,9813.5,9831.5,1.2872,6.0,9822.163805
2020-06-11 07:00:00+00:00,9816.5,9820.5,9814.5,9816.0,0.69,4.0,9816.53087
2020-06-11 08:00:00+00:00,9808.0,9817.0,9803.0,9817.0,0.4542,5.0,9806.963232
2020-06-11 10:00:00+00:00,9750.0,9750.0,9750.0,9750.0,0.3478,2.0,9750.0
2020-06-11 11:00:00+00:00,9778.0,9778.0,9773.5,9773.5,0.295,4.0,9775.975763
2020-06-11 12:00:00+00:00,9768.0,9768.0,9724.0,9724.0,0.111,4.0,9736.996396
2020-06-11 13:00:00+00:00,9724.0,9724.0,9615.5,9615.5,1.1718,15.0,9659.668971
2020-06-11 15:00:00+00:00,9509.5,9545.0,9490.0,9545.0,0.249,3.0,9495.708233
2020-06-11 16:00:00+00:00,9401.0,9414.5,9120.0,9120.0,2.9547,8.0,9163.328578
2020-06-11 17:00:00+00:00,9070.0,9170.5,9070.0,9170.5,5.4521,5.0,9082.736102
2020-06-11 19:00:00+00:00,9317.0,9317.0,9266.0,9266.0,0.4561,4.0,9310.643828
2020-06-11 20:00:00+00:00,9250.0,9250.0,9250.0,9250.0,0.0543,1.0,9250.0
2020-06-11 23:00:00+00:00,9277.5,9277.5,9277.5,9277.5,0.0642,1.0,9277.5
2020-06-12 00:00:00+00:00,9250.0,9250.0,9250.0,9250.0,0.054,1.0,9250.0
2020-06-12 01:00:00+00:00,9301.0,9302.0,9301.0,9301.0,1.573,3.0,9301.08595
2020-06-12 02:00:00+00:00,9330.0,9330.0,9330.0,9330.0,0.3251,1.0,9330.0
2020-06-12 06:00:00+00:00,9377.5,9377.5,9377.5,9377.5,0.0218,1.0,9377.5
2020-06-12 08:00:00+00:00,9436.5,9436.5,9435.5,9435.5,0.4165,4.0,9436.226771
2020-06-12 09:00:00+00:00,9465.5,9465.5,9463.0,9463.0,0.5506,3.0,9464.23093
2020-06-12 13:00:00+00:00,9487.0,9487.0,9487.0,9487.0,0.0033,1.0,9487.0
2020-06-12 14:00:00+00:00,9527.0,9527.0,9527.0,9527.0,0.002,1.0,9527.0
2020-06-12 15:00:00+00:00,9441.0,9441.0,9441.0,9441.0,0.0014,1.0,9441.0
2020-06-12 16:00:00+00:00,9408.5,9408.5,9408.5,9408.5,0.0173,1.0,9408.5
2020-06-12 18:00:00+00:00,9388.0,9388.0,9388.0,9388.0,0.0011,1.0,9388.0
2020-06-12 19:00:00+00:00,9389.0,9389.0,9388.0,9388.0,0.152,2.0,9388.996711
2020-06-12 21:00:00+00:00,9470.5,9470.5,9469.0,9470.0,0.3822,4.0,9469.608059
2020-06-13 00:00:00+00:00,9472.0,9476.0,9471.0,9471.5,0.3967,4.0,9473.625158
2020-06-13 01:00:00+00:00,9447.0,9447.0,9447.0,9447.0,0.0019,1.0,9447.0
2020-06-13 02:00:00+00:00,9434.5,9434.5,9434.5,9434.5,0.0306,1.0,9434.5
2020-06-13 03:00:00+00:00,9423.0,9423.0,9412.0,9412.0,0.1123,2.0,9416.349065
2020-06-13 04:00:00+00:00,9396.5,9396.5,9396.5,9396.5,0.4943,1.0,9396.5
2020-06-14 00:00:00+00:00,9471.0,9471.0,9471.0,9471.0,0.0359,1.0,9471.0
2020-06-14 04:00:00+00:00,9436.0,9436.0,9436.0,9436.0,0.098,1.0,9436.0
2020-06-14 13:00:00+00:00,9387.0,9418.0,9385.5,9417.5,0.697,13.0,9406.477331
2020-06-14 14:00:00+00:00,9350.0,9352.0,9328.5,9352.0,0.2834,5.0,9337.34139
2020-06-14 15:00:00+00:00,9340.0,9351.0,9340.0,9351.0,0.3689,2.0,9342.057468
2020-06-14 17:00:00+00:00,9391.5,9391.5,9391.5,9391.5,0.0044,1.0,9391.5
2020-06-14 18:00:00+00:00,9382.5,9385.5,9380.5,9383.0,0.9244,7.0,9382.147285
2020-06-14 19:00:00+00:00,9400.0,9400.0,9400.0,9400.0,0.0219,1.0,9400.0
2020-06-14 21:00:00+00:00,9340.5,9345.5,9336.0,9337.5,0.8063,7.0,9339.461367
2020-06-14 22:00:00+00:00,9290.0,9397.5,9274.5,9390.0,1.5871,8.0,9319.970229
2020-06-14 23:00:00+00:00,9389.0,9389.0,9345.0,9345.0,0.0799,4.0,9349.095119
2020-06-15 00:00:00+00:00,9323.5,9333.5,9320.5,9320.5,0.7304,10.0,9326.36836
2020-06-15 01:00:00+00:00,9299.5,9313.0,9250.5,9253.5,1.6147,20.0,9273.333313
2020-06-15 02:00:00+00:00,9265.0,9265.0,9265.0,9265.0,0.2053,1.0,9265.0
2020-06-15 03:00:00+00:00,9208.0,9208.0,9173.5,9173.5,0.218,3.0,9205.870413
2020-06-15 04:00:00+00:00,9211.5,9211.5,9211.5,9211.5,0.0022,2.0,9211.5
2020-06-15 05:00:00+00:00,9090.0,9090.0,9048.5,9048.5,0.2669,2.0,9076.721244
2020-06-15 06:00:00+00:00,9014.0,9014.0,8915.5,8937.5,0.4968,5.0,8934.813205
2020-06-15 07:00:00+00:00,9044.0,9044.0,9041.5,9041.5,0.9697,5.0,9042.038723
2020-06-15 08:00:00+00:00,9076.5,9113.0,9076.5,9113.0,0.4943,3.0,9083.255007
2020-06-15 10:00:00+00:00,9093.0,9093.0,9093.0,9093.0,0.0603,4.0,9093.0
2020-06-15 12:00:00+00:00,9083.5,9090.5,9077.5,9090.5,7.3946,8.0,9080.519893
2020-06-15 13:00:00+00:00,9093.0,9157.0,9093.0,9157.0,0.2159,2.0,9106.309866
2020-06-15 14:00:00+00:00,9200.5,9203.5,9200.5,9203.5,0.5585,2.0,9202.421397
2020-06-15 15:00:00+00:00,9261.0,9287.5,9261.0,9287.5,0.7535,8.0,9277.59635
2020-06-15 16:00:00+00:00,9286.0,9375.0,9286.0,9375.0,1.6484,16.0,9343.887558
2020-06-15 17:00:00+00:00,9332.0,9356.5,9332.0,9356.5,1.0985,3.0,9344.208739
2020-06-15 18:00:00+00:00,9395.0,9453.0,9391.0,9407.5,0.3951,10.0,9399.7898
2020-06-15 19:00:00+00:00,9450.0,9450.0,9404.0,9404.0,1.7265,9.0,9417.197046
2020-06-15 20:00:00+00:00,9411.0,9474.0,9411.0,9464.5,1.4953,3.0,9465.994951
2020-06-16 00:00:00+00:00,9421.0,9421.0,9415.0,9415.0,0.1164,5.0,9418.094072
2020-06-16 01:00:00+00:00,9429.0,9429.0,9403.5,9403.5,0.0438,3.0,9415.958904
2020-06-16 02:00:00+00:00,9401.5,9453.5,9401.5,9453.5,0.0991,4.0,9446.705853
2020-06-16 03:00:00+00:00,9585.0,9585.0,9549.0,9550.0,0.5358,3.0,9549.849011
2020-06-16 04:00:00+00:00,9550.0,9550.0,9545.5,9545.5,0.1209,2.0,9546.98139
2020-06-16 05:00:00+00:00,9560.5,9560.5,9534.0,9541.5,1.7216,11.0,9541.785723
2020-06-16 06:00:00+00:00,9549.5,9549.5,9522.0,9522.0,0.4058,6.0,9544.703549
2020-06-16 07:00:00+00:00,9492.0,9492.0,9485.0,9485.0,0.2835,3.0,9489.661376
2020-06-16 08:00:00+00:00,9478.0,9499.0,9478.0,9499.0,0.0686,3.0,9493.677843
2020-06-16 09:00:00+00:00,9531.0,9531.0,9495.5,9495.5,0.0488,3.0,9523.155738
2020-06-16 10:00:00+00:00,9539.5,9539.5,9539.5,9539.5,0.0771,1.0,9539.5
2020-06-16 11:00:00+00:00,9506.5,9506.5,9506.5,9506.5,0.0383,1.0,9506.5
2020-06-16 12:00:00+00:00,9479.0,9479.0,9479.0,9479.0,0.0063,1.0,9479.0
2020-06-16 13:00:00+00:00,9518.5,9546.5,9518.5,9542.0,1.1998,8.0,9536.547925
2020-06-16 14:00:00+00:00,9486.5,9486.5,9426.5,9426.5,0.0579,2.0,9427.639896
2020-06-16 15:00:00+00:00,9407.0,9452.5,9407.0,9452.5,0.0938,2.0,9407.048507
2020-06-16 16:00:00+00:00,9442.5,9490.5,9442.5,9490.5,0.02,2.0,9459.54
2020-06-16 18:00:00+00:00,9509.0,9509.0,9509.0,9509.0,0.0001,1.0,9509.0
2020-06-17 00:00:00+00:00,9488.5,9488.5,9488.5,9488.5,0.0421,1.0,9488.5
2020-06-17 04:00:00+00:00,9464.0,9464.0,9459.5,9459.5,0.009,2.0,9461.65
2020-06-17 06:00:00+00:00,9461.5,9469.0,9460.0,9469.0,0.3488,5.0,9464.694237
2020-06-17 07:00:00+00:00,9484.5,9484.5,9484.5,9484.5,0.0094,1.0,9484.5
2020-06-17 12:00:00+00:00,9502.0,9502.0,9502.0,9502.0,0.0473,1.0,9502.0
2020-06-17 13:00:00+00:00,9513.0,9513.0,9480.5,9486.0,0.1196,4.0,9510.799749
2020-06-17 14:00:00+00:00,9400.0,9412.5,9377.5,9409.0,1.4256,8.0,9395.688201
2020-06-17 15:00:00+00:00,9422.5,9422.5,9396.0,9396.5,3.9756,13.0,9398.834126
2020-06-17 16:00:00+00:00,9402.0,9408.5,9367.5,9367.5,0.7212,5.0,9397.359748
2020-06-17 17:00:00+00:00,9419.5,9419.5,9419.5,9419.5,0.1022,1.0,9419.5
2020-06-17 18:00:00+00:00,9407.0,9407.0,9407.0,9407.0,0.0894,1.0,9407.0
2020-06-17 19:00:00+00:00,9380.5,9380.5,9325.0,9328.0,0.4951,4.0,9378.349727
2020-06-17 20:00:00+00:00,9293.5,9384.0,9293.5,9384.0,0.9198,6.0,9304.394814
2020-06-17 21:00:00+00:00,9406.5,9413.5,9401.0,9413.5,0.5923,5.0,9407.51587
2020-06-17 22:00:00+00:00,9415.5,9441.5,9415.5,9426.5,0.4151,4.0,9433.783787
2020-06-17 23:00:00+00:00,9440.0,9440.0,9440.0,9440.0,0.1896,2.0,9440.0
2020-06-18 02:00:00+00:00,9418.5,9418.5,9418.5,9418.5,0.0906,1.0,9418.5
2020-06-18 03:00:00+00:00,9417.5,9417.5,9417.5,9417.5,0.1021,1.0,9417.5
2020-06-18 04:00:00+00:00,9411.5,9411.5,9411.5,9411.5,0.0011,1.0,9411.5
2020-06-18 06:00:00+00:00,9439.0,9439.0,9439.0,9439.0,0.0114,1.0,9439.0
2020-06-18 08:00:00+00:00,9443.5,9443.5,9434.0,9434.0,0.1087,2.0,9438.387305
2020-06-18 11:00:00+00:00,9450.5,9450.5,9426.0,9426.0,0.1825,3.0,9430.91863
2020-06-18 12:00:00+00:00,9422.5,9428.5,9422.5,9428.5,0.0277,2.0,9424.297834
2020-06-18 13:00:00+00:00,9395.0,9395.0,9395.0,9395.0,0.0997,1.0,9395.0
2020-06-18 15:00:00+00:00,9427.0,9427.0,9427.0,9427.0,0.0161,1.0,9427.0
2020-06-18 16:00:00+00:00,9388.0,9402.5,9388.0,9401.0,0.5285,5.0,9397.645885
2020-06-18 19:00:00+00:00,9347.0,9403.5,9347.0,9403.5,0.3622,4.0,9352.578548
2020-06-18 20:00:00+00:00,9330.0,9352.0,9320.0,9352.0,0.371,3.0,9333.204313
2020-06-18 21:00:00+00:00,9319.0,9362.0,9317.0,9362.0,0.2368,3.0,9320.119088
2020-06-19 00:00:00+00:00,9381.5,9381.5,9360.0,9368.5,0.3652,3.0,9363.327081
2020-06-19 01:00:00+00:00,9360.5,9360.5,9360.5,9360.5,0.0135,1.0,9360.5
2020-06-19 02:00:00+00:00,9266.5,9266.5,9264.5,9264.5,0.4606,2.0,9264.790056
